t,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7,midx8,midy8,midx9,midy9,midx10,midy10,midx11,midy11,midx12,midy12,midx13,midy13,midx14,midy14,midx15,midy15,midx16,midy16,midx17,midy18
63,1050.022827,583.3028564,1245.697998,561.1454468,1466.772217,553.5518799,1811.376953,584.7192993,2198.532959,646.5670776,2343.056641,618.7612305,2535.943115,521.687439,1350.672119,632.1619263,1415.143799,682.6347656,1483.004639,706.9202271,1497.364868,667.6109619,1483.654907,634.4598389,1330.528198,484.7738037,1380.812988,433.0876465,1906.159058,525.3076782,1471.741455,448.075592,1454.973877,483.7521667
64,1050.030273,583.5303345,1246.762817,560.3446045,1465.40979,547.0241089,1806.846191,577.3469849,2196.375488,648.8240967,2379.707764,618.6467896,2540.722168,535.9578247,1351.54541,630.0892944,1415.922852,679.1484375,1484.863892,701.9500732,1496.727905,662.5349121,1482.140259,626.1842651,1329.497437,483.5305481,1381.23938,430.9291382,1460.76355,388.6913452,1474.976318,444.5016479,1458.530884,482.3900757
65,1049.935791,583.9708862,1248.824951,559.2242432,1465.67334,547.7518311,1805.622437,572.3239746,2121.289063,642.4555054,2383.322998,624.6898804,2544.757568,550.5714111,1352.647095,629.8146362,1418.190796,678.6130371,1486.53894,697.7981567,1496.67688,660.5866699,1480.948608,624.7874756,1328.297607,482.9530029,1382.359619,429.0842896,1463.713745,387.7574158,1474.948608,441.9401245,1457.947021,479.6646423
66,1049.987671,583.93927,1248.372437,558.5059814,1465.268311,546.9508667,1808.535889,567.0853271,2188.330078,648.1353149,2370.379639,634.3590088,2548.614502,566.4907837,1352.29895,628.8312988,1418.444336,677.7211304,1485.867432,696.7384033,1496.679565,658.7156982,1480.334351,622.4508667,1326.707642,483.3070984,1382.017456,428.9723816,1461.317017,387.6685181,1476.600464,440.8317261,1459.080811,477.9520569
67,1050.006348,584.0202637,1249.202515,558.4404297,1467.966553,545.6351929,1806.03418,562.9082031,2075.558105,621.1098633,2372.215576,639.5618896,2551.97168,582.3239746,1352.096313,628.5772705,1417.575073,676.6506958,1484.179688,695.0859985,1497.424072,657.8773804,1481.265259,622.2102661,1325.727051,483.5757141,1381.350952,429.1599426,1460.9104,387.7424927,1476.216675,440.1709595,1459.81665,476.2883301
68,1049.862427,584.2718506,1250.1521,558.3803711,1902.669556,579.6317139,1806.051147,559.6580811,2079.831299,616.3770142,2393.150391,641.2373657,2553.054932,594.0603638,1351.522827,627.6959839,1418.755493,675.7230225,1483.472534,694.8199463,1496.083984,656.8572388,1482.184082,622.7938232,1324.780273,484.4801025,1381.915039,428.0330505,1462.082275,387.5763855,1475.201904,440.5256042,1460.207642,475.5005798
69,1049.91333,584.2924194,1251.646362,558.0584717,1896.325684,575.0131226,1805.969971,553.1763916,2086.629395,609.4813843,2373.151611,647.9503174,2552.786865,605.487915,1351.484131,628.5592651,1417.528687,674.0170288,1484.78772,694.7338257,1497.614502,657.9932251,1482.054443,622.0232544,1324.643921,485.8724976,1382.646851,429.5409851,1463.748291,387.6517334,1476.768188,439.0249023,1460.820068,475.3059082
70,1049.935425,583.6713257,1254.693237,558.0338135,1486.115234,549.7467651,1805.490967,548.3239746,2088.927002,603.0918579,2372.197754,651.0057983,2554.08667,616.7615356,1351.534302,628.9463501,1416.852295,676.1772461,1483.562378,693.6380615,1495.50647,656.7332153,1482.566772,622.5564575,1325.657227,486.6443787,1387.368896,428.2028503,1468.197754,389.681366,1477.374512,440.4790955,1460.764771,476.3947144
71,1049.814819,583.1862793,1258.689575,558.2521973,1467.594116,546.0441284,1803.961182,544.9451904,2149.407959,606.1680908,2365.216797,650.2664795,2556.488525,627.8538208,1352.687866,628.8242188,1413.976929,676.7585449,1470.679688,691.8532104,1495.236206,657.3789673,1481.718872,622.6171875,1324.550537,487.8258972,1387.339844,430.8029785,1470.355103,391.7841797,1479.647217,442.367981,1461.716187,477.8976135
72,1050.055176,580.9898682,1261.83313,559.607666,1467.122559,548.6486206,1804.332886,543.6890869,2423.623779,658.0372925,2371.902344,646.2315063,2534.467529,649.9810791,1352.403198,631.3406372,1407.41333,676.5628052,1491.098389,700.0411377,1496.073242,660.3760986,1481.042969,625.3000488,1324.744019,490.4849243,1387.577637,435.4142456,1476.531372,396.4501038,1483.151978,444.7992859,1465.874634,478.4264832
73,1050.123047,579.2672119,1265.989624,560.2260132,1455.950928,549.331604,1804.430664,543.7266235,2426.837158,657.8632813,2396.613037,647.567749,2530.951416,659.7799072,1352.644775,632.480835,1413.322388,679.4229736,1490.744019,696.4129639,1495.308472,663.1345825,1481.818115,628.5281372,1325.511475,492.1175842,1388.272339,437.7365417,1481.921631,401.9721069,1486.008301,444.4819336,1482.29895,480.7720337
74,1050.549072,578.2818604,1268.134521,562.3851318,1454.380005,551.5744629,1802.382446,543.9092407,2340.58374,623.5108643,2402.00415,641.8964844,2529.639404,667.9140625,1353.507813,633.7526855,1406.163452,680.8550415,1487.615479,695.5378418,1495.073486,663.5005493,1483.682129,630.9251709,1328.139648,493.5679626,1398.80542,435.6498108,1482.182373,406.4429016,1491.639404,447.5778809,1484.152588,482.5782776
75,1051.108887,578.368042,1268.034302,562.7399902,1455.270264,554.6749268,1802.278442,544.2628174,2354.798828,615.265564,2364.937744,617.4190674,2532.711182,670.774353,1354.917236,637.1231079,1409.744995,688.7038574,1481.354492,703.5741577,1495.751709,668.7263794,1483.82605,635.3131714,1330.443481,496.375885,1403.122925,437.6480408,1893.006592,442.1956787,1491.323486,452.1154785,1482.614746,486.3282471
76,1051.356689,578.6158447,1269.951782,564.6436768,1454.138062,557.6262817,1802.692993,544.5827026,2284.848633,582.3601685,2382.709717,610.3818359,2501.789063,668.2775879,1351.802734,641.3988647,1407.823486,690.4055176,1479.959961,717.96698,1492.366333,672.2799072,1479.571899,639.8324585,1330.616333,498.1671448,1377.335938,461.5844727,1891.209229,438.6096497,1492.804199,455.7703552,1483.501831,490.37854
77,1052.38501,577.9199219,1270.630371,566.7754517,1466.828857,563.0724487,1803.779907,545.5410156,2322.113037,578.0144653,2373.597656,595.1918945,2501.926758,659.479187,1352.543823,641.3695679,1408.547363,696.9152222,1474.572998,719.2781372,1487.308716,676.9956055,1474.002686,643.50354,1332.219482,500.6426086,1377.49707,463.23349,1486.815918,417.834137,1504.078491,463.0540466,1490.42395,492.3309631
78,1052.259155,581.2817993,1270.274658,568.3374634,1468.028442,567.8475952,1800.702637,546.0998535,2336.797363,570.0106812,2370.232178,581.9447021,2497.834717,646.4279175,1351.689331,643.9648438,1407.807007,701.7786255,1479.755981,729.835144,1488.220215,682.7524414,1472.10437,647.2770386,1334.935547,503.1495972,1378.742432,466.4679565,1889.886475,437.8443604,1504.1521,466.7001648,1490.032715,496.8196106
79,1052.58374,582.5424194,1270.049072,571.7362061,1471.016968,570.5355225,1802.506348,549.5927734,2305.080322,552.2612915,2355.488037,563.0222778,2499.124756,632.6019897,1350.732788,646.8925781,1408.272583,707.0947876,1479.820313,738.5136719,1487.052124,689.0622559,1469.982666,652.3972778,1336.861694,506.4064331,1393.083496,463.6672668,1490.208862,428.4364929,1505.614258,470.4746704,1488.327148,499.4412537
80,1052.940674,585.4258423,1271.184814,575.5176392,1474.178833,578.0300903,1801.81189,551.3327637,2304.629639,542.6113892,2351.883789,549.1137695,2499.189697,616.3568726,1350.637695,649.1958008,1406.689209,714.0744019,1480.574097,746.6292114,1485.60791,692.7136841,1466.744873,656.5367432,1338.335327,510.2362061,1398.306641,465.6722412,1891.278442,440.8335266,1506.899658,474.3649597,1492.85022,503.18927
81,1053.441528,586.3464966,1266.178345,577.8214111,1472.384033,580.8610229,1795.889648,559.3741455,2128.247559,526.0424805,2393.458496,549.743042,2499.260254,603.4174805,1351.554199,654.4892578,1404.822632,717.6807251,1477.796875,751.9784546,1482.268066,695.81073,1465.45752,660.8648682,1340.819824,513.7578125,1396.409058,473.9854736,1890.979858,443.0351868,1509.74353,479.6770935,1496.853271,506.934021
82,1053.542725,587.7183838,1266.577393,583.1937866,1471.72644,585.2444458,1803.702759,561.083252,2127.275635,525.7814331,2377.20459,531.6601563,2502.989502,587.883606,1350.039673,658.5895386,1399.880005,719.8355713,1475.383545,761.9960327,1480.906494,703.2072754,1461.533691,663.8607178,1341.608643,517.4402466,1404.5625,478.2965393,1889.903198,447.241394,1514.390869,484.1596069,1502.159912,512.6420898
83,1053.984497,588.7913208,1265.297852,587.920166,1472.309937,591.0073853,1808.152588,564.9393311,2121.779297,527.7542725,2402.497803,525.2126465,2504.619141,572.1362915,1348.174438,662.4381714,1410.187134,738.3068237,1469.813354,770.7380371,1474.286865,706.5490112,1456.841431,668.9117432,1342.717651,521.0601807,1399.157593,488.3120422,1889.672607,451.8709717,1518.160522,489.9689941,1506.000977,516.8604736
84,1054.581299,588.3952637,1261.369995,589.8086548,1477.171509,595.2369995,1808.803467,568.8828735,2364.505615,507.5362244,2377.064209,509.6418152,2504.915283,555.0132446,1347.341309,666.4208374,1409.877075,748.4655151,1464.298584,779.0996094,1470.318115,710.9689941,1454.917969,674.2941284,1345.33606,525.1038818,1401.527344,494.2639771,1505.768188,465.6532898,1524.441895,497.5472717,1512.893311,522.3023682
85,1054.961426,587.9801636,1256.726685,593.1862793,1480.890869,599.381958,1805.036133,576.6120605,2121.994629,529.6810303,2329.710693,501.5368347,2501.702637,537.3569336,1346.549805,669.6921387,1410.603149,757.2543945,1462.200073,785.4998169,1467.443481,718.3074951,1455.752686,681.6744385,1349.077881,529.12146,1414.138794,495.739502,1889.716187,463.1977844,1527.292603,505.2677917,1517.245361,528.7165527
86,1055.837891,586.1341553,1255.423584,595.2024536,1479.301636,606.1936035,1803.867188,582.6036377,2368.216309,489.7235107,2332.552734,494.6096191,2499.338379,522.5806274,1345.073364,672.6044312,1404.090332,756.208313,1458.990601,789.6748657,1465.703491,721.7053223,1452.424805,683.4284668,1353.797363,531.7678223,1410.139282,504.6092529,1889.670044,469.1101685,1529.261108,511.2972717,1519.636475,537.9135132
87,1055.955078,584.0772095,1253.440552,596.5567017,1899.137695,578.9137573,1805.716919,592.3756104,2361.420166,484.6196594,2351.150879,486.4475403,2498.545654,507.5339355,1344.084351,676.7815552,1402.158447,760.7003784,1458.097412,793.0292969,1465.241699,726.6166382,1452.262207,688.3120728,1357.933594,534.1608276,1414.126099,507.6698303,1890.296265,477.3217468,1532.24646,514.9603271,1521.416504,541.9349976
88,1057.127075,582.1740112,1248.526123,597.331543,1492.29126,617.1356812,1802.710449,598.6692505,2182.755859,526.4049683,2347.907715,478.0598145,2497.725586,494.5472412,1344.043701,679.4976807,1400.075073,762.0200806,1456.36084,797.0966797,1466.033691,729.2826538,1451.610596,690.1708374,1360.190796,535.9752197,1415.088135,511.5193787,1891.230469,485.7366333,1892.315063,513.3845825,1522.387695,545.9241943
89,1056.952881,583.0858154,1245.133179,597.5596313,1909.979126,593.9211426,1806.199341,607.4842529,2085.950928,564.5765381,2347.740479,471.0697327,2494.876709,482.3590698,1343.283691,680.6928101,1399.446533,762.9802246,1455.315186,798.6013184,1465.5802,730.2722778,1449.999512,692.0250854,1359.863647,535.0483398,1415.693726,510.2362671,1890.803345,495.0142517,1894.206177,523.1774902,1518.520874,551.8380737
90,1057.459229,583.7261353,1245.110474,597.6504517,1489.580444,618.2828979,1800.675537,623.0643921,2171.766602,540.1826172,2344.875977,468.1412964,2489.172363,470.4591064,1342.699951,681.081604,1396.526245,762.2481689,1453.651123,799.5671997,1463.133667,729.548584,1449.036377,693.5073853,1358.491699,535.388855,1417.437988,505.1833801,1893.875732,506.1267395,1893.221558,532.987915,1510.867432,553.3676758
91,1056.187866,584.9452515,1245.859497,597.8423462,1469.529175,617.0426636,1812.84082,626.1453247,2315.793213,479.2059326,2343.605225,468.5278931,2485.790283,463.0658569,1340.966187,680.7614746,1393.798218,764.2625122,1449.789673,801.600647,1460.549927,731.385498,1449.608276,696.9526367,1357.895386,535.052063,1418.732788,499.825531,1895.957642,516.9241943,1508.848022,521.1242676,1507.91748,553.1029053
92,1055.030762,585.6699829,1246.678467,598.0679932,1468.018555,616.9752808,1808.376099,633.5421753,2313.037598,483.2432251,2306.591797,484.4235229,2482.243408,454.3927612,1340.211792,680.3077393,1389.290894,768.225708,1442.000366,806.9074707,1455.161377,732.1887207,1445.935059,698.2164917,1355.534912,535.3117065,1415.371582,500.4668274,1898.930298,528.2801514,1899.821289,555.3029175,1500.858643,553.3214722
93,1054.85022,586.6560669,1246.828857,598.3071899,1463.729248,616.5009766,1813.847046,636.3087158,2323.97168,481.7610474,2298.551025,495.5914612,2478.355469,449.7589417,1338.91272,679.855957,1385.370239,773.9193726,1434.687012,811.8530273,1447.619873,731.8169556,1440.379639,697.2401733,1351.577515,535.1313477,1420.150879,490.7857056,1899.154663,543.4581909,1905.563843,566.135376,1492.867188,551.1298828
94,1054.151367,589.0496216,1247.07373,598.5584717,1911.393311,646.4265137,1805.072388,644.3397827,2087.393311,611.4238892,2300.24585,504.0111389,2472.8125,444.5848389,1337.915527,678.6752319,1375.771729,768.6721802,1425.527832,814.1898193,1439.499756,735.8376465,1434.109863,696.5981445,1351.083862,533.5631714,1408.206177,491.2659607,1900.416504,554.0267334,1905.796143,575.506897,1488.495117,548.0693359
95,1054.083862,590.8652954,1247.328857,598.3630981,1906.201416,652.2749634,1807.235596,648.9917603,2077.265869,627.4171753,2304.899902,511.5817261,2469.582031,442.6094055,1334.974609,677.4115601,1370.524536,771.2400513,1417.611084,815.5227051,1432.953857,733.6572266,1426.068848,688.973938,1347.941162,531.8352661,1396.314453,490.7503662,1903.867554,561.9570923,1909.292358,585.3964233,1481.802734,545.4662476
96,1053.288086,591.0717773,1247.217651,597.9067993,1901.71582,657.4400635,1806.333984,649.9252319,2073.968262,640.1217651,2302.923096,532.9489136,2464.395996,442.7234192,1333.897827,675.9959717,1367.462036,772.6275635,1413.052368,817.8779297,1890.337646,725.4846802,1422.37439,684.3302612,1345.827148,530.1665649,1395.687134,484.1356201,1902.134399,570.1430664,1910.80896,590.947937,1472.675659,542.524231
97,1052.179443,592.0803223,1246.023315,596.7977295,1900.025269,662.4411011,1803.960205,649.3435669,2076.662109,650.6859131,2309.246826,544.682251,2465.745361,444.9033813,1333.579956,674.3910522,1367.213379,772.840271,1407.999023,818.8591309,1886.730225,729.0509644,1422.075439,683.1902466,1343.371338,529.2714844,1399.455811,476.145874,1902.860962,576.1946411,1913.576172,595.4833984,1470.181396,540.0933228
98,1051.691528,592.1364746,1245.241455,595.7727661,1897.430054,665.3510742,1804.156982,649.593811,2167.999512,641.1796265,2310.61377,565.5307007,2472.231445,456.0752563,1332.992676,672.718689,1361.541504,765.0609741,1407.64209,816.7210693,1425.954346,728.3034668,1421.115234,682.263916,1343.029663,528.5092163,1396.143555,475.1637573,1903.501953,582.7202148,1915.730957,600.3810425,1467.233887,537.0777588
99,1051.63623,592.1252441,1245.008789,594.3571167,1899.56604,666.9457397,1800.437378,648.2279053,2175.222168,650.3946533,2312.763672,585.9786987,2475.973877,467.5604858,1332.471069,670.3690186,1356.80481,758.2689819,1406.384155,813.3459473,1882.82959,730.5081787,1420.466309,677.12146,1340.661743,526.9636841,1396.587891,469.4379272,1902.125488,585.74646,1915.46582,602.5728149,1907.977539,618.5706177
100,1050.435059,591.491394,1244.742065,593.026001,1897.890503,667.6027222,1800.882813,646.328125,2092.826904,664.2963867,2334.182617,592.2753906,2478.551025,477.9077759,1332.008667,668.8397217,1356.140015,756.5038452,1406.013428,810.3294067,1880.800415,731.5921631,1421.786621,673.9749146,1338.552612,524.289856,1394.218506,471.7711792,1902.017578,587.0761108,1914.917725,603.5811768,1908.161133,619.2965088
101,1049.66626,590.9783325,1244.92334,590.8071899,1896.658569,666.5011597,1805.692871,644.8981934,2184.268066,668.5041504,2323.12793,616.2169189,2486.145752,485.048584,1332.36792,668.0666504,1356.605713,754.4226074,1405.450684,805.4758911,1434.884155,715.694397,1424.128296,674.9331665,1336.932861,522.9758911,1385.429077,474.6315613,1900.871338,586.4281006,1914.009888,602.7390747,1907.556274,618.7702026
102,1049.349976,590.2463989,1249.488403,589.2863159,1895.90271,665.7088013,1803.703247,642.692627,2186.827393,674.727478,2328.10083,628.2640381,2494.593506,501.4560547,1332.296753,667.5236206,1357.169922,751.5947266,1405.256104,801.5966187,1437.14209,716.413269,1427.629395,675.6147461,1336.110596,520.9135132,1384.281372,472.3231812,1900.892578,584.4232788,1913.640503,601.7424927,1906.741943,617.8466797
103,1048.641602,589.5284424,1250.414551,587.5732422,1893.789307,661.9556274,1803.812256,640.8721313,2200.635254,682.9959717,2360.488281,625.7164307,2499.649658,522.0129395,1331.156494,665.6259155,1363.314453,750.1740112,1406.998901,797.3336792,1439.966187,717.5073242,1431.567871,673.5561523,1334.803101,518.8331299,1384.09729,466.5070496,1902.504639,581.5118408,1915.034546,600.3555298,1906.557007,615.6855469
104,1048.00061,587.7716064,1251.955811,584.2911987,1892.742188,658.8829956,1806.889526,635.9976807,2456.76123,581.7644043,2365.890137,639.2346802,2507.119873,541.8206787,1332.086182,659.3312378,1366.41748,745.5327148,1413.794312,792.7211304,1442.333374,705.5501099,1432.870117,667.2674561,1335.34375,516.3960571,1383.491699,465.4350586,1902.993774,578.539917,1914.553711,597.8165894,1904.939697,613.1954346
105,1047.391846,585.8475342,1252.35144,580.7163086,1891.372803,654.2052612,1807.307373,632.1671143,2300.163818,677.1112061,2391.864746,640.0993042,2512.730225,560.7318726,1334.182495,656.5354004,1368.809448,736.2039795,1420.951294,782.0806885,1448.644165,701.0106812,1440.852051,660.3979492,1335.850464,514.1984253,1388.235474,461.3917542,1900.741455,575.4539185,1912.560913,593.5316772,1904.099609,609.9300537
106,1046.783936,582.2243042,1254.261719,576.5322266,1896.306763,652.4140625,1810.955933,627.1610718,2294.830811,684.9589844,2363.575195,664.8710327,2513.626953,581.2131958,1334.318237,654.519165,1374.561401,733.9031372,1431.724609,774.8625488,1455.783936,700.2099609,1446.694214,661.0307617,1334.713013,511.4570923,1389.865723,462.8588257,1899.061401,573.027832,1912.058228,591.0096436,1904.77417,606.9749756
107,1046.752808,578.769104,1251.732544,574.2584229,1899.992188,649.0269165,1803.851074,619.2347412,2302.167969,688.8426514,2317.040283,688.227417,2519.905029,598.8016968,1334.214844,651.2224731,1379.722046,727.729126,1440.357666,767.0245361,1462.134155,693.1881104,1449.901855,654.1373291,1333.888306,508.3250122,1389.967407,464.2010803,1898.768188,569.9873657,1912.561157,586.5612793,1476.498047,513.7225952
108,1046.230225,577.3295898,1256.420654,571.8443604,1898.7854,644.9933472,1805.550049,616.4876709,2089.866211,673.2064209,2330.6521,691.9940796,2514.897461,616.5905762,1336.968994,645.9137573,1382.671143,718.1567383,1447.54895,760.4856567,1466.939331,687.0350342,1453.678589,654.3256226,1334.133423,505.2121277,1396.526001,461.300293,1900.126343,566.4462891,1912.308105,582.5748291,1482.047607,511.5896606
109,1045.900757,574.6478882,1251.542603,568.1185303,1468.14856,576.5336914,1804.795288,612.4117432,2089.278809,671.6856689,2360.433105,692.4893799,2521.368896,629.868103,1338.282471,642.4976807,1388.740723,715.3685303,1452.901611,753.9351196,1473.230835,684.2415771,1458.080322,648.0861206,1334.780151,502.3688965,1390.706543,462.6824341,1901.060059,560.2184448,1912.95459,579.5076294,1485.506348,507.35849
110,1045.553345,572.3131104,1255.088257,566.9562988,1901.048096,633.7039795,1802.472656,606.2088013,2091.737549,668.489624,2333.543945,700.3134766,2525.820801,643.4849243,1337.904419,638.6625366,1393.481567,709.0722656,1457.816528,747.0467529,1477.317261,680.4993286,1463.744385,647.4401855,1332.841553,499.9804688,1390.395386,462.2903442,1901.505127,554.9776611,1913.091797,573.4171753,1488.195557,504.6022949
111,1045.597534,571.5679932,1259.344971,564.7572021,1468.53418,569.3931274,1806.651733,602.1517334,2159.8396,686.1658936,2341.085693,701.7459106,2531.791504,655.0732422,1339.317871,636.5235596,1396.707642,703.8380127,1462.871948,741.335083,1479.331909,675.2689819,1466.494263,642.819458,1331.385986,497.6982117,1388.13208,459.532135,1905.146362,547.984375,1914.743164,568.8579712,1487.643677,500.7294617
112,1046.024658,571.1619873,1263.168701,563.4241943,1896.727661,621.3731079,1807.353882,599.6902466,2308.612061,703.3804321,2352.93457,704.2017822,2502.13501,683.7166748,1340.599243,636.493103,1397.202759,698.6484985,1467.094116,732.854248,1483.633179,674.8623657,1468.030151,640.0502319,1330.66333,496.1229248,1377.876099,462.8798828,1908.713013,540.4152222,1914.670776,562.3585205,1488.706665,497.9793091
113,1046.386597,571.2833862,1266.825806,562.1245117,1895.529053,617.2520752,1805.560791,590.0328369,2308.735107,702.2849731,2363.354004,705.0013428,2499.869141,692.8099976,1343.702148,635.6153564,1403.048828,697.4038086,1471.621948,728.3845215,1485.734375,673.6419067,1471.498657,640.3207397,1331.651489,495.6107483,1390.226196,453.7969666,1908.471069,532.9168091,1913.862793,554.0835571,1490.237305,495.1529236
114,1047.276611,572.0897217,1268.077148,561.4976196,1895.99231,610.1060791,1806.913452,587.4364624,2309.068848,701.378418,2368.386475,706.119812,2501.062744,700.4949341,1344.842529,633.9343872,1402.944214,694.6569214,1473.501465,725.5698853,1487.617065,673.1676025,1475.290649,641.0286255,1333.174072,494.7872009,1389.516968,453.9119873,1483.9823,419.1199036,1913.901978,547.6901855,1492.350098,493.1732788
115,1047.963135,571.9087524,1272.511719,562.7960205,1898.056274,604.572876,1807.466187,579.7052612,2307.015381,699.8424683,2384.794189,708.0512695,2495.952393,710.3483276,1345.587158,631.9329834,1404.001831,694.1158447,1475.236572,727.0818481,1486.549805,669.6908569,1472.290161,638.3556519,1334.283325,493.9967041,1389.990112,453.3852539,1907.418579,517.4155884,1914.316895,540.2619019,1904.244507,554.9821167
116,1048.708496,571.723877,1272.431274,562.0895996,1898.33252,593.6884155,1807.17749,573.1089478,2188.235107,671.1356201,2379.794922,707.2306519,2504.88208,711.9238892,1346.949585,630.7521973,1403.932983,694.5576782,1475.414673,728.2333984,1484.365723,667.5952148,1468.711426,635.9718018,1335.514282,493.5542603,1390.781982,453.5524292,1490.250732,419.1765442,1914.531494,531.210022,1903.503784,547.2351685
117,1049.455078,571.8545532,1273.898804,560.715271,1908.451782,591.1330566,1807.202393,568.661499,2185.552734,666.121521,2354.364502,706.2263184,2510.464844,717.9047241,1348.336182,630.848877,1403.08667,692.8647461,1472.894897,728.3897095,1900.30127,650.9429932,1465.624878,634.4390259,1336.921753,492.7955017,1390.603271,454.2911072,1911.899658,500.9094238,1914.91272,522.4667969,1903.416992,540.0634766
118,1049.774658,571.3197632,1274.426514,560.0903931,1910.422974,584.7349854,1815.718872,563.9482422,2176.014893,657.8266602,2383.105225,707.3330688,2514.128174,718.5595703,1349.544678,630.72229,1404.28833,694.0628052,1893.82666,652.1555786,1902.667725,642.677063,1465.599731,634.0812988,1338.432373,492.4862366,1391.679565,453.7515564,1491.27832,417.7752075,1916.13208,516.779541,1903.61084,534.5543823
119,1050.6698,570.0353394,1270.879028,558.8403931,1914.558105,578.2380981,1807.901245,560.2365112,2083.308594,609.3706665,2362.711182,704.5645752,2541.650146,715.3840942,1349.94519,630.934021,1399.562134,689.2077026,1475.730225,731.4728394,1904.255005,636.3092651,1465.704224,635.2944946,1339.544922,491.4595337,1404.770264,446.8351746,1492.303589,417.4111633,1915.744507,509.8302307,1904.840942,526.729126
120,1051.882324,570.2475586,1280.56604,558.4841919,1456.50708,556.4851685,1812.623047,556.3234253,2184.991943,633.2340088,2369.902832,703.1339722,2542.080078,712.2081909,1350.284058,629.9035034,1401.240723,692.0900269,1901.819458,642.432251,1479.049561,665.2728271,1463.115967,634.9933472,1341.806274,491.5467224,1416.939697,439.5917053,1493.114746,417.7150574,1916.286987,504.2428589,1904.192139,520.6188965
121,1053.086548,569.0076904,1272.737549,558.347168,1916.200562,565.9743042,1818.929077,553.2156982,2189.908203,622.8822021,2373.666016,698.333374,2543.122559,709.3323364,1350.776245,629.744751,1399.274658,692.6270142,1905.147705,637.6277466,1477.606812,665.649292,1462.349487,636.3775024,1343.779419,491.6434021,1411.634766,444.8830261,1498.342651,416.9390564,1916.31189,500.0692749,1907.280518,516.8334961
122,1054.619141,568.4868774,1276.824341,558.5810547,1918.716187,562.1971436,1818.700195,551.3325806,2189.455566,613.0367432,2367.909424,687.3737183,2544.932861,711.8765259,1351.691162,630.1884155,1400.528564,697.5871582,1908.05127,634.3860474,1477.36084,667.6799316,1461.920044,635.7971191,1346.178589,491.8355103,1418.742676,442.3292236,1500.354492,417.2124939,1916.312866,496.1000977,1907.955322,512.7763062
123,1057.620239,565.6636963,1283.158691,560.1658325,1921.334106,560.0220337,1818.873413,549.7145996,2251.603271,616.2556152,2371.26123,674.1752319,2520.430664,723.1247559,1352.17749,630.8141479,1400.732422,699.9414063,1910.29541,632.4298096,1477.855469,667.9273682,1463.890747,636.788147,1349.029419,491.9535828,1419.577271,444.294342,1501.63855,417.832489,1917.846436,491.8309326,1910.760864,508.8939514
124,1059.167236,564.3944092,1283.426758,560.6019897,1921.05957,555.9158325,1819.349976,548.0241089,2209.169922,589.6723022,2367.045166,657.9334717,2516.963379,723.7189941,1353.792358,632.4933472,1398.594116,699.1060181,1912.445068,631.9820557,1477.411865,669.5026855,1465.185913,638.4108276,1353.059082,492.3012695,1419.560669,445.8348389,1507.179077,421.4979858,1918.388916,489.9789429,1911.472534,506.4237061
125,1059.838745,562.1976929,1282.085938,560.274231,1921.904175,554.3048096,1819.09436,548.0396729,2340.868896,624.7594604,2387.293457,648.6034546,2535.837891,711.6652222,1354.827393,634.1777344,1397.151245,702.80896,1913.80249,633.0975952,1477.003052,671.0665283,1464.330933,637.3641968,1355.209717,493.1963196,1423.623413,445.960144,1514.092163,428.2324219,1919.830811,489.1859131,1912.538574,504.526001
126,1060.730591,561.0204468,1279.6427,561.072876,1924.173462,553.1691895,1819.285767,548.4815063,2467.704346,675.4066162,2361.283936,613.1677856,2533.960205,708.3082886,1356.831421,635.6141968,1404.508667,714.7665405,1914.74939,634.8157959,1914.942261,615.9800415,1465.359009,638.9935913,1357.092773,493.8251648,1421.042236,449.1601563,1515.518921,428.9467163,1522.471069,464.3914185,1913.511475,503.598877
